book_id,title,author,genre,target_grade_min,target_grade_max,reading_level,pages,description,isbn,publication_year,copies_available,series_name,series_position
book_0375,Bridge to Terabithia 5,Scott Moore,Graphic Novel,6,7,605,353,An engaging story for middle grade readers.,978-1-57812-076-5,2005,1,Captain Underpants,10.0
book_0376,The Hunger Games 1,Martha Perkins,Humor,6,8,823,293,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-427-51807-4,2012,2,,
book_0377,Configurable human-resource approach,Lois Lowry,Romance,6,8,745,109,A heartwarming story about first love and the complexities of relationships.,978-0-694-50460-2,2003,4,Dog Man,10.0
book_0378,Holes 5,Kelly Mcconnell,Biography,7,8,1081,255,The inspiring true story of someone who made a difference in the world.,978-1-205-27013-9,2016,5,,
book_0379,Managed static project,Brad Shea,Graphic Novel,6,8,886,332,An engaging story for middle grade readers.,978-1-5385-5086-1,2010,5,Goosebumps,8.0
book_0380,Managed zero administration artificial intelligence,Pam Muñoz Ryan,Science Fiction,7,8,1042,149,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-354-95629-1,2021,2,,
book_0381,The Giver 1,Melissa Pugh,Romance,6,8,980,171,A heartwarming story about first love and the complexities of relationships.,978-1-5190-6395-3,2022,4,The Maze Runner,11.0
book_0382,Operative bifurcated capacity,Pam Muñoz Ryan,Graphic Novel,6,7,661,197,An engaging story for middle grade readers.,978-1-60356-836-4,2022,3,The Baby-Sitters Club,4.0
book_0383,Universal optimizing algorithm,Wilson Rawls,Humor,7,8,863,168,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-259-72234-2,2015,1,Wings of Fire,1.0
book_0384,Persistent national complexity,Timothy Hernandez,Romance,6,7,883,360,A heartwarming story about first love and the complexities of relationships.,978-1-192-18993-3,2005,5,,
book_0385,The Maze Runner 4,Cody Garcia,Memoir,6,8,864,227,An engaging story for middle grade readers.,978-0-04-649662-3,2008,4,Diary of a Wimpy Kid,2.0
book_0386,Future-proofed human-resource emulation,Lois Lowry,Realistic Fiction,6,8,931,380,A relatable story about growing up and facing real-world challenges.,978-0-369-98848-5,2010,5,,
book_0387,Harry Potter 3,Rachel Chandler,Mystery,6,7,707,191,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-908221-10-3,2016,5,,
book_0388,Ameliorated asynchronous customer loyalty,Melissa Chavez,Horror,6,8,759,392,An engaging story for middle grade readers.,978-1-163-41864-2,2021,4,,
book_0389,Extended 4thgeneration structure,Rick Riordan,Humor,7,8,946,154,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-7574-3907-0,2000,4,,
book_0390,Down-sized web-enabled archive,J.K. Rowling,Biography,6,7,736,228,The inspiring true story of someone who made a difference in the world.,978-1-4721-9191-5,2004,1,Goosebumps,1.0
book_0391,Inverse 4thgeneration interface,Pam Muñoz Ryan,Science Fiction,6,8,804,387,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-266-84700-7,2007,5,,
book_0392,Wonder 4,Jeff Kinney,Humor,7,8,947,127,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-64167-411-9,2000,3,,
book_0393,Down-sized neutral complexity,Jill Green,Horror,6,7,788,200,An engaging story for middle grade readers.,978-1-63613-241-9,2023,2,Hilo,8.0
book_0394,Re-contextualized content-based strategy,Daniel Scott,Science Fiction,6,7,695,293,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-5381-7908-6,2001,4,Diary of a Wimpy Kid,11.0
book_0395,Open-architected asynchronous groupware,Pam Muñoz Ryan,Non-fiction,6,7,899,179,An engaging story for middle grade readers.,978-1-119-35493-2,2001,2,Divergent,3.0
book_0396,De-engineered uniform forecast,John Rodriguez,Graphic Novel,7,8,826,254,An engaging story for middle grade readers.,978-1-68546-397-7,2015,5,,
book_0397,Bridge to Terabithia 5,Lois Lowry,Mystery,6,7,762,312,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-575-65571-3,2017,5,,
book_0398,Persistent radical secured line,Lisa Miller,Historical Fiction,6,8,813,284,A compelling tale set against the backdrop of important historical events.,978-0-227-10124-7,2009,2,,
book_0399,Number the Stars 1,James Dashner,Romance,7,8,1071,223,A heartwarming story about first love and the complexities of relationships.,978-0-400-62912-4,2020,5,,
book_0400,Percy Jackson 4,David Bryan,Science Fiction,6,7,620,297,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-7012-2442-4,2008,5,,
book_0401,Re-engineered even-keeled matrix,Lois Lowry,Romance,6,7,864,349,A heartwarming story about first love and the complexities of relationships.,978-1-993966-08-5,2001,3,,
book_0402,The Giver 2,Dawn Leon,Poetry,6,7,764,375,An engaging story for middle grade readers.,978-1-338-44250-2,2017,1,,
book_0403,Public-key tertiary monitoring,Lois Lowry,Adventure,6,7,709,375,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-8041-0106-6,2022,4,,
book_0404,Percy Jackson 1,R.J. Palacio,Mystery,6,7,678,228,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-559-27639-2,2017,1,,
book_0405,The Fault in Our Stars 4,Rick Riordan,Dystopian,6,7,732,160,A thought-provoking story about survival in a society where freedom is under threat.,978-1-69317-710-1,2017,1,,
book_0406,Centralized disintermediate Graphical User Interface,Jennifer Hansen,Non-fiction,7,8,832,137,An engaging story for middle grade readers.,978-1-58207-406-1,2011,5,,
book_0407,The Fault in Our Stars 4,Rick Riordan,Romance,6,8,744,180,A heartwarming story about first love and the complexities of relationships.,978-1-232-27974-7,2017,2,Hilo,11.0
book_0408,Diary of a Wimpy Kid 1,Deborah Powell,Humor,6,8,773,172,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-4364-6916-6,2003,1,Wings of Fire,9.0
book_0409,Enhanced optimizing functionalities,James Dashner,Adventure,7,8,1080,311,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-1-398-97703-7,2020,5,The Baby-Sitters Club,7.0
book_0410,Bridge to Terabithia 5,Tyler Reynolds,Graphic Novel,7,8,929,381,An engaging story for middle grade readers.,978-0-08-274681-2,2014,5,Diary of a Wimpy Kid,4.0
book_0411,Island of the Blue Dolphins 4,Joshua Walker,Historical Fiction,6,8,750,165,A compelling tale set against the backdrop of important historical events.,978-1-58560-215-5,2021,2,Goosebumps,2.0
book_0412,Percy Jackson 5,Joseph Durham,Non-fiction,6,7,762,399,An engaging story for middle grade readers.,978-0-647-44767-3,2004,5,The Baby-Sitters Club,2.0
book_0413,Percy Jackson 2,Gary Solomon,Non-fiction,6,8,919,323,An engaging story for middle grade readers.,978-0-86806-245-7,2008,3,,
book_0414,Harry Potter 4,Jennifer Hester,Mystery,6,8,936,141,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-15-503072-5,2008,2,Magic Tree House,6.0
book_0415,Total bi-directional Graphic Interface,Victoria Parsons,Non-fiction,6,7,734,138,An engaging story for middle grade readers.,978-1-254-79749-6,2000,5,,
book_0416,Island of the Blue Dolphins 2,Darrell Gardner,Humor,7,8,1096,233,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-1-4505-2666-1,2017,5,,
book_0417,Island of the Blue Dolphins 3,Lois Lowry,Humor,6,7,787,146,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-00-641063-8,2012,3,,
book_0418,Focused upward-trending methodology,Adrian Barker,Horror,7,8,922,184,An engaging story for middle grade readers.,978-1-332-49559-7,2016,2,,
book_0419,Mandatory 24/7 frame,Brian Roach,Mystery,6,7,889,347,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-589-45735-8,2011,1,,
book_0420,Wonder 2,Jared Lewis,Poetry,6,7,735,284,An engaging story for middle grade readers.,978-1-4316-5099-6,2012,4,Dog Man,4.0
book_0421,Innovative discrete intranet,Lois Lowry,Biography,6,7,620,240,The inspiring true story of someone who made a difference in the world.,978-1-221-81139-2,2023,3,,
book_0422,The Maze Runner 3,Kyle Ray,Memoir,7,8,889,139,An engaging story for middle grade readers.,978-1-85370-217-4,2016,3,,
book_0423,Diary of a Wimpy Kid 4,Shane Perez,Memoir,6,7,864,103,An engaging story for middle grade readers.,978-1-935735-50-2,2016,2,,
book_0424,The Hunger Games 2,Katherine Paterson,Historical Fiction,6,7,639,160,A compelling tale set against the backdrop of important historical events.,978-1-04-614729-4,2021,2,,
book_0425,Esperanza Rising 4,Katherine Paterson,Biography,6,8,758,310,The inspiring true story of someone who made a difference in the world.,978-1-4450-2996-2,2000,2,,
book_0426,Wonder 5,Katherine Paterson,Realistic Fiction,6,7,668,192,A relatable story about growing up and facing real-world challenges.,978-1-4074-0914-6,2016,4,The Baby-Sitters Club,10.0
book_0427,Multi-lateral homogeneous Local Area Network,Kelly Snow,Graphic Novel,7,8,809,245,An engaging story for middle grade readers.,978-0-09-979896-5,2002,2,,
book_0428,Divergent 5,Wilson Rawls,Graphic Novel,6,8,946,193,An engaging story for middle grade readers.,978-0-423-82244-1,2019,5,,
book_0429,Holes 2,Gary Paulsen,Science Fiction,6,8,932,108,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-551-84364-6,2006,5,Magic Tree House,11.0
book_0430,Intuitive modular algorithm,Cathy Hamilton DVM,Mystery,7,8,1014,343,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-206-23128-6,2019,5,,
book_0431,Hatchet 5,Thomas Ramirez,Fantasy,7,8,860,320,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-77255-234-8,2016,4,Hilo,9.0
book_0432,Esperanza Rising 4,Wilson Rawls,Science Fiction,6,7,871,317,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-5226-3969-5,2004,3,,
book_0433,Number the Stars 4,Rick Riordan,Non-fiction,6,7,642,103,An engaging story for middle grade readers.,978-0-04-494010-4,2018,5,,
book_0434,Percy Jackson 4,Gary Paulsen,Dystopian,7,8,905,399,A thought-provoking story about survival in a society where freedom is under threat.,978-1-5282-1123-9,2008,3,Percy Jackson,7.0
book_0435,The Hunger Games 4,Christopher Roberts,Dystopian,6,8,989,382,A thought-provoking story about survival in a society where freedom is under threat.,978-1-08-527397-8,2017,4,,
book_0436,Operative bifurcated open system,Omar Campbell,Poetry,6,8,829,303,An engaging story for middle grade readers.,978-1-04-652684-6,2023,2,Captain Underpants,9.0
book_0437,Reactive radical portal,Katherine Paterson,Science Fiction,7,8,860,209,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-76330-537-3,2016,4,,
book_0438,The Lightning Thief 1,Kristen Howard DVM,Romance,7,8,826,322,A heartwarming story about first love and the complexities of relationships.,978-0-19-762841-6,2002,1,,
book_0439,Vision-oriented heuristic solution,Jeffrey Wells,Dystopian,7,8,819,366,A thought-provoking story about survival in a society where freedom is under threat.,978-1-63036-048-1,2009,5,The Maze Runner,2.0
book_0440,The Outsiders 5,R.J. Palacio,Poetry,7,8,1053,361,An engaging story for middle grade readers.,978-1-282-67080-8,2016,2,Hilo,3.0
book_0441,The Lightning Thief 2,Suzanne Collins,Poetry,7,8,818,304,An engaging story for middle grade readers.,978-0-264-35718-8,2011,4,,
book_0442,Holes 1,Brian Gibson,Non-fiction,6,7,865,386,An engaging story for middle grade readers.,978-0-15-744251-9,2018,3,,
book_0443,The Outsiders 4,Ashley Stanley,Horror,6,8,815,102,An engaging story for middle grade readers.,978-1-75001-074-7,2008,2,,
book_0444,Harry Potter 3,Judith Blevins,Poetry,6,7,886,362,An engaging story for middle grade readers.,978-0-579-97113-0,2008,5,,
book_0445,The Maze Runner 5,Rodman Philbrick,Poetry,7,8,928,273,An engaging story for middle grade readers.,978-0-465-05523-4,2014,4,,
book_0446,Holes 4,Scott Adams,Adventure,6,7,846,217,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-561-01028-1,2010,4,,
book_0447,The Hunger Games 2,Veronica Roth,Biography,7,8,1074,275,The inspiring true story of someone who made a difference in the world.,978-1-62365-903-5,2002,5,,
book_0448,Island of the Blue Dolphins 3,S.E. Hinton,Romance,6,8,860,202,A heartwarming story about first love and the complexities of relationships.,978-1-9805-1701-6,2007,2,,
book_0449,Freak the Mighty 5,Lois Lowry,Science Fiction,6,7,717,140,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-231-40867-4,2021,4,,
book_0450,Networked regional moratorium,Jeff Kinney,Romance,7,8,821,394,A heartwarming story about first love and the complexities of relationships.,978-1-00-651031-1,2008,4,,
book_0451,Island of the Blue Dolphins 2,John Green,Romance,6,8,903,376,A heartwarming story about first love and the complexities of relationships.,978-0-694-19701-9,2001,5,Hilo,9.0
book_0452,The Giver 5,Rick Riordan,Fantasy,7,8,889,207,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-71304-530-4,2012,5,,
book_0453,Freak the Mighty 3,Jeff Kinney,Historical Fiction,6,8,795,194,A compelling tale set against the backdrop of important historical events.,978-0-397-70259-6,2015,4,The Maze Runner,10.0
book_0454,Bridge to Terabithia 5,Wilson Rawls,Biography,6,8,905,217,The inspiring true story of someone who made a difference in the world.,978-0-566-20409-8,2003,3,Magic Tree House,6.0
book_0455,Organic multi-tasking monitoring,Gary Paulsen,Romance,7,8,1021,104,A heartwarming story about first love and the complexities of relationships.,978-0-13-254290-6,2005,4,,
book_0456,Percy Jackson 4,Scott O'Dell,Graphic Novel,7,8,1064,390,An engaging story for middle grade readers.,978-1-75340-439-0,2001,4,,
book_0457,The Giver 4,Ryan Smith,Realistic Fiction,6,7,730,284,A relatable story about growing up and facing real-world challenges.,978-0-14-518546-6,2011,5,Diary of a Wimpy Kid,1.0
book_0458,The Giver 3,Sarah Rivers,Horror,6,8,876,201,An engaging story for middle grade readers.,978-0-7025-8333-9,2018,5,,
book_0459,Enhanced reciprocal time-frame,Jeff Kinney,Biography,7,8,889,361,The inspiring true story of someone who made a difference in the world.,978-1-64884-991-6,2015,4,,
book_0460,Hatchet 2,Michelle Moreno,Memoir,6,8,846,272,An engaging story for middle grade readers.,978-0-00-941833-4,2013,5,,
book_0461,Freak the Mighty 3,J.K. Rowling,Non-fiction,6,7,640,236,An engaging story for middle grade readers.,978-0-7762-5263-6,2019,4,,
book_0462,The Fault in Our Stars 4,Rick Riordan,Mystery,7,8,1100,220,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-56181-478-7,2021,3,Dog Man,6.0
book_0463,The Maze Runner 1,Sharon Creech,Humor,7,8,840,127,A laugh-out-loud funny story that will keep readers entertained from start to finish.,978-0-17-393818-8,2000,4,,
book_0464,Hatchet 1,Steven Johnson,Memoir,6,7,653,299,An engaging story for middle grade readers.,978-0-04-357855-1,2009,2,,
book_0465,Bridge to Terabithia 1,James Dashner,Graphic Novel,7,8,864,266,An engaging story for middle grade readers.,978-0-480-24232-9,2015,4,Divergent,8.0
book_0466,Hatchet 5,Pam Muñoz Ryan,Biography,7,8,939,388,The inspiring true story of someone who made a difference in the world.,978-1-82651-593-0,2013,5,,
book_0467,Self-enabling encompassing benchmark,Rodman Philbrick,Poetry,7,8,958,145,An engaging story for middle grade readers.,978-0-89359-847-1,2014,3,,
book_0468,The Lightning Thief 5,Kirsten Perez,Graphic Novel,6,8,779,169,An engaging story for middle grade readers.,978-0-584-13216-8,2011,3,,
book_0469,Stand-alone 24hour application,Rick Riordan,Poetry,6,7,851,320,An engaging story for middle grade readers.,978-1-4698-3880-9,2009,5,,
book_0470,Number the Stars 4,Katherine Paterson,Non-fiction,6,8,796,299,An engaging story for middle grade readers.,978-1-81688-548-7,2012,2,Percy Jackson,9.0
book_0471,Customer-focused static alliance,Ryan Johnson,Poetry,6,7,864,239,An engaging story for middle grade readers.,978-1-4443-4864-4,2009,5,Wings of Fire,11.0
book_0472,Seamless multi-state forecast,J.K. Rowling,Science Fiction,6,8,796,333,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-9573975-9-0,2019,4,,
book_0473,Wonder 5,Lois Lowry,Realistic Fiction,6,7,764,237,A relatable story about growing up and facing real-world challenges.,978-1-65168-228-9,2004,4,The Baby-Sitters Club,8.0
book_0474,Esperanza Rising 2,J.K. Rowling,Poetry,6,7,646,355,An engaging story for middle grade readers.,978-0-556-99800-6,2011,4,,
book_0475,Hatchet 1,Veronica Roth,Science Fiction,6,7,769,378,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-584-69384-3,2015,2,,
book_0476,Progressive foreground infrastructure,Jeremy Cooke,Dystopian,6,7,662,326,A thought-provoking story about survival in a society where freedom is under threat.,978-0-605-68940-4,2007,1,Divergent,7.0
book_0477,Harry Potter 3,R.J. Palacio,Non-fiction,7,8,906,381,An engaging story for middle grade readers.,978-0-11-254943-7,2016,1,Magic Tree House,2.0
book_0478,Adaptive discrete throughput,Susan Fritz,Adventure,6,7,784,157,"An action-packed journey filled with danger, excitement, and unexpected discoveries.",978-0-585-99069-9,2007,4,Goosebumps,5.0
book_0479,The Maze Runner 2,R.J. Palacio,Horror,6,7,741,343,An engaging story for middle grade readers.,978-1-04-117455-4,2022,5,,
book_0480,Where the Red Fern Grows 3,Amber Garcia,Poetry,6,7,680,130,An engaging story for middle grade readers.,978-0-902471-91-7,2001,3,Hilo,2.0
book_0481,Synergistic optimal open architecture,Rodman Philbrick,Historical Fiction,7,8,1074,385,A compelling tale set against the backdrop of important historical events.,978-1-9823-1407-1,2020,3,,
book_0482,The Maze Runner 3,Jesus Ryan,Realistic Fiction,6,8,798,120,A relatable story about growing up and facing real-world challenges.,978-1-203-61499-7,2015,4,,
book_0483,Bridge to Terabithia 5,Pam Muñoz Ryan,Realistic Fiction,7,8,1050,383,A relatable story about growing up and facing real-world challenges.,978-0-01-065266-6,2005,1,,
book_0484,Reverse-engineered multi-tasking process improvement,Javier Alvarado,Romance,6,8,851,100,A heartwarming story about first love and the complexities of relationships.,978-0-431-02871-2,2020,5,,
book_0485,Diary of a Wimpy Kid 5,Louis Sachar,Biography,6,7,609,375,The inspiring true story of someone who made a difference in the world.,978-0-550-65932-3,2012,2,,
book_0486,Harry Potter 3,Jeff Kinney,Science Fiction,6,8,982,149,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-1-66573-158-4,2016,1,,
book_0487,The Outsiders 1,Veronica Roth,Biography,6,7,703,350,The inspiring true story of someone who made a difference in the world.,978-0-19-661885-2,2016,5,Diary of a Wimpy Kid,3.0
book_0488,Where the Red Fern Grows 1,S.E. Hinton,Biography,6,8,725,351,The inspiring true story of someone who made a difference in the world.,978-0-03-991055-6,2002,4,,
book_0489,Divergent 3,Nicole Sanchez,Fantasy,6,7,784,236,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-8154-5047-4,2016,1,,
book_0490,Universal non-volatile paradigm,Catherine Mathis,Science Fiction,6,8,739,151,Set in a futuristic world where technology and humanity collide in unexpected ways.,978-0-06-912610-1,2023,2,,
book_0491,Freak the Mighty 5,Joseph Anderson,Mystery,6,7,698,385,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-0-671-84732-6,2023,5,,
book_0492,The Fault in Our Stars 4,Mr. Robert Smith,Mystery,6,7,895,192,A thrilling puzzle that challenges readers to solve the case alongside the protagonist.,978-1-81495-768-1,2017,4,,
book_0493,Where the Red Fern Grows 4,Michelle Morgan,Memoir,7,8,880,261,An engaging story for middle grade readers.,978-1-7334716-4-0,2017,3,,
book_0494,Multi-tiered 3rdgeneration software,Rodman Philbrick,Horror,6,8,920,379,An engaging story for middle grade readers.,978-1-946538-08-6,2006,4,,
book_0495,The Fault in Our Stars 4,Matthew Schmidt,Fantasy,7,8,930,117,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-4923-7407-7,2009,5,,
book_0496,Front-line cohesive database,Jeff Kinney,Fantasy,6,7,753,241,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-1-305-75431-7,2017,5,Diary of a Wimpy Kid,5.0
book_0497,The Fault in Our Stars 3,Suzanne Collins,Historical Fiction,7,8,879,398,A compelling tale set against the backdrop of important historical events.,978-1-78394-571-9,2007,2,,
book_0498,The Outsiders 1,Julia Fox,Poetry,7,8,1004,347,An engaging story for middle grade readers.,978-1-03-978883-1,2005,4,Divergent,2.0
book_0499,Implemented explicit concept,J.K. Rowling,Fantasy,7,8,1095,395,A magical adventure where young heroes discover hidden powers and face ancient evils.,978-0-282-09322-8,2012,1,,
book_0500,Horizontal methodical software,Lois Lowry,Graphic Novel,6,8,878,216,An engaging story for middle grade readers.,978-0-618-17770-7,2023,5,,
